관리번호,공원명,공원구분,소재지도로명주소,전화번호
45113-00013,소공공원,어린이공원,전라북도 전주시 덕진구 우아10길 21-24,063-270-6389
45113-00014,동신공원,어린이공원,전라북도 전주시 덕진구 우아6길 24,063-270-6389
45113-00019,금평공원,어린이공원,전라북도 전주시 덕진구 명주4길 9,063-270-6389
45113-00022,산정공원,어린이공원,전라북도 전주시 덕진구 아중천1길 40,063-270-6389
45113-00023,하인교공원,어린이공원,전라북도 전주시 덕진구 인교로 25-5,063-270-6389
45113-00025,호동골공원,어린이공원,전라북도 전주시 덕진구 동부대로 371,063-270-6389
45113-00026,석소공원,어린이공원,전라북도 전주시 덕진구 석소2길 14-5,063-270-6389
45113-00031,도란길공원,어린이공원,전라북도 전주시 덕진구 건산로 238,063-270-6389
45113-00038,북일길공원,어린이공원,전라북도 전주시 덕진구 안골5길 7-4,063-270-6389
45113-00047,팔복공원,근린공원,전라북도 전주시 덕진구 서귀로 107,063-270-6389
45113-00055,쇠똥구리공원,어린이공원,전라북도 전주시 덕진구 호반6길 26-5,063-270-6389
45113-00056,반딧불이공원,어린이공원,전라북도 전주시 덕진구 호반6길 26-5,063-270-6389
45113-00057,여울목공원,어린이공원,전라북도 전주시 덕진구 호반6길 26-5,063-270-6389
45113-00086,건산공원,어린이공원,전라북도 전주시 덕진구 건산1길 21-3,063-270-6389
41210-00065,과일나라,어린이공원,경기도 광명시 소하동 1127,02-2680-6462
41210-00081,오 리,근린공원,경기도 광명시 소하동 산137-1,02-2680-6462
41210-00086,구름산자연공원,근린공원,경기도 광명시 하안동 산142-2,02-2680-6462
41210-00004,밤일제4소공원,소공원,경기도 광명시 하안동 874-8,02-2680-6462
41210-00021,동산,어린이공원,경기도 광명시 광명동 78-8,02-2680-6462
41210-00025,무지개,어린이공원,경기도 광명시 광명동 723,02-2680-6462
41210-00029,철산13단지,어린이공원,경기도 광명시 철산동 242,02-2680-6462
41210-00033,햇빛,어린이공원,경기도 광명시 철산동 367-1,02-2680-6462
41210-00037,무지개,어린이공원,경기도 광명시 하안동 650-7,02-2680-6462
41210-00078,한 내,근린공원,경기도 광명시 소하동 1308,02-2680-6462
41210-00039,평화,어린이공원,경기도 광명시 하안동 682-2,02-2680-6462
41210-00040,새싹,어린이공원,경기도 광명시 하안동 296-4,02-2680-6462
41210-00041,나래,어린이공원,경기도 광명시 하안동 295-2,02-2680-6462
41210-00042,꿈나무,어린이공원,경기도 광명시 하안동 260-10,02-2680-6462
41210-00043,무궁화,어린이공원,경기도 광명시 하안동 30-6,02-2680-6462
41210-00044,노봉애,어린이공원,경기도 광명시 하안동 13-5,02-2680-6462
41210-00045,푸른,어린이공원,경기도 광명시 하안동 110-1,02-2680-6462
41210-00046,서편,어린이공원,경기도 광명시 하안동 27-4,02-2680-6462
41210-00047,개나리,어린이공원,경기도 광명시 하안동 110-4,02-2680-6462
41210-00048,초록,어린이공원,경기도 광명시 하안동 260-5,02-2680-6462
41210-00049,병아리,어린이공원,경기도 광명시 하안동 200-4,02-2680-6462
41210-00050,백합,어린이공원,경기도 광명시 하안동 200-5,02-2680-6462
41210-00051,달맞이,어린이공원,경기도 광명시 소하동 1299,02-2680-6462
41210-00052,새터,어린이공원,경기도 광명시 소하동 1363-3,02-2680-6462
41210-00053,하평,어린이공원,경기도 광명시 소하동 1288-1,02-2680-6462
41210-00054,물결,어린이공원,경기도 광명시 소하동 1305-10,02-2680-6462
41210-00055,그루터기,어린이공원,경기도 광명시 소하동 1319,02-2680-6462
41210-00056,금빛,어린이공원,경기도 광명시 소하동 1326,02-2680-6462
41210-00057,둔벙,어린이공원,경기도 광명시 소하동 1349,02-2680-6462
41210-00058,해오름,어린이공원,경기도 광명시 소하동 1351,02-2680-6462
41210-00059,새싹,어린이공원,경기도 광명시 소하동 1267-1,02-2680-6462
41210-00060,성화,어린이공원,경기도 광명시 소하동 1258,02-2680-6462
41210-00061,선경,어린이공원,경기도 광명시 소하동 1247,02-2680-6462
41210-00062,한솔,어린이공원,경기도 광명시 소하동 1234,02-2680-6462
41210-00068,자경제2,어린이공원,경기도 광명시 일직동 505-10,02-2680-6462
41210-00069,너브대,근린공원,경기도 광명시 목감로 120,02-2680-6462
41210-00070,현 충,근린공원,경기도 광명시 연서일로 10,02-2680-6462
41210-00071,왕재산,근린공원,경기도 광명시 철산동 450,02-2680-6462
41210-00072,광덕산,근린공원,경기도 광명시 철산동 산80-1,02-2680-6462
41210-00073,광 덕,근린공원,경기도 광명시 철산동 633-1,02-2680-6462
41210-00074,철망산,근린공원,경기도 광명시 하안동 산24-7,02-2680-6462
41210-00075,가 림,근린공원,경기도 광명시 하안동 703,02-2680-6462
41210-00076,안터저수지,근린공원,경기도 광명시 안재로1번길 27,02-2680-6462
41210-00077,소 하,근린공원,경기도 광명시 소하동 919-1,02-2680-6462
41210-00063,개운,어린이공원,경기도 광명시 소하동 935,02-2680-6462
41210-00038,소망,어린이공원,경기도 광명시 하안동 650-6,02-2680-6462
41210-00064,오리,어린이공원,경기도 광명시 영당로21번길 9,02-2680-6462
41210-00066,꽃향기,어린이공원,경기도 광명시 소하동 1376,02-2680-6462
41210-00079,영당말,근린공원,경기도 광명시 소하동 1378-1,02-2680-6462
41210-00080,덕 안,근린공원,경기도 광명시 소하동 산146,02-2680-6462
41210-00082,충현역사공원,역사공원,경기도 광명시 소하동 1068-3,02-2680-6462
41210-00083,기형도문화공원,문화공원,경기도 광명시 일직동 산20-2외,02-2680-6462
41210-00084,일직수변공원,수변공원,경기도 광명시 일직동 395-4,02-2680-6462
41210-00085,도덕산자연공원,근린공원,경기도 광명시 광명동 산75,02-2680-6462
41210-00067,자경제1,어린이공원,경기도 광명시 일직동 504-3,02-2680-6462
41210-00001,밤일제1소공원,소공원,경기도 광명시 하안동 871-10,02-2680-6462
41210-00002,밤일제2소공원,소공원,경기도 광명시 하안동 867-1,02-2680-6462
41210-00003,밤일제3소공원,소공원,경기도 광명시 하안동 869-2,02-2680-6462
41210-00005,밤일제5소공원,소공원,경기도 광명시 하안동 876-3,02-2680-6462
41210-00006,밤일제6소공원,소공원,경기도 광명시 하안동 883,02-2680-6462
41210-00007,밤일제7소공원,소공원,경기도 광명시 하안동 888-3,02-2680-6462
41210-00008,기찻길소공원,소공원,경기도 광명시 소하동 1373-5,02-2680-6462
41210-00009,소하제1소공원,소공원,경기도 광명시 소하동 1315-4,02-2680-6462
41210-00010,소하제2소공원,소공원,경기도 광명시 소하동 1317-2,02-2680-6462
41210-00011,호봉제1소공원,소공원,경기도 광명시 일직동 219-5,02-2680-6462
41210-00012,파란마음,어린이공원,경기도 광명시 광복로21번길 7-1,02-2680-6462
41210-00013,하얀마음,어린이공원,경기도 광명시 광명동 71-10,02-2680-6462
41210-00014,광이제1,어린이공원,경기도 광명시 광명동 61-7,02-2680-6462
41210-00015,광이제2(다솜),어린이공원,경기도 광명시 광명동 98-11,02-2680-6462
41210-00016,꿈동산,어린이공원,경기도 광명시 오리로931번길 7,02-2680-6462
41210-00017,무지개,어린이공원,경기도 광명시 광명동 158-640,02-2680-6462
41210-00018,너브대,어린이공원,경기도 광명시 광명동 172-77,02-2680-6462
41210-00019,둥지,어린이공원,경기도 광명시 광명동 382-8,02-2680-6462
41210-00020,우리,어린이공원,경기도 광명시 광명동 759-14,02-2680-6462
41210-00022,꿈동산,어린이공원,경기도 광명시 광명동 755,02-2680-6462
41210-00023,우리또래,어린이공원,경기도 광명시 광명동 745,02-2680-6462
41210-00024,신나는,어린이공원,경기도 광명시 광명동 731,02-2680-6462
41210-00026,희망찬,어린이공원,경기도 광명시 광명동 712,02-2680-6462
41210-00027,철산,어린이공원,경기도 광명시 철산동 629-1,02-2680-6462
41210-00028,연서,어린이공원,경기도 광명시 연서로12번길 3-8,02-2680-6462
41210-00030,철산7단지,어린이공원,경기도 광명시 철산동 232,02-2680-6462
41210-00031,"철산10,11단지",어린이공원,경기도 광명시 철산동 105,02-2680-6462
41210-00032,도덕파크,어린이공원,경기도 광명시 철산동 618,02-2680-6462
41210-00034,현대,어린이공원,경기도 광명시 하안동 707-23,02-2680-6462
41210-00035,가림,어린이공원,경기도 광명시 하안동 702-3,02-2680-6462
41210-00036,안현,어린이공원,경기도 광명시 안재로16번길 10,02-2680-6462
27290-00001,학산,근린공원,대구광역시 달서구 월성동 산10-1,053-667-3631
27290-00002,장기,근린공원,대구광역시 달서구 장기동 산13-1,053-667-2851
27290-00003,능금,어린이공원,대구광역시 달서구 명덕로2길 57,053-667-2851
27290-00004,성당천체,어린이공원,대구광역시 달서구 성당동 497,053-667-2851
27290-00005,백조해양,어린이공원,대구광역시 달서구 본리동 640-1,053-667-2851
27290-00006,토끼와거북이,어린이공원,"대구광역시 달서구 월배로85길 16, (송현동)",053-667-3631
27290-00007,피터팬,어린이공원,대구광역시 달서구 본동 790,053-667-3631
27290-00008,원화,어린이공원,대구광역시 달서구 성당동 701-5,053-667-2851
27290-00009,상록,어린이공원,대구광역시 달서구 두류2동 140-2,053-667-2851
27290-00010,달서,어린이공원,대구광역시 달서구 두류3동 636-3,053-667-2851
27290-00011,감삼삼각지,어린이공원,대구광역시 달서구 감삼동 123,053-667-2851
27290-00012,감삼(목련),어린이공원,대구광역시 달서구 감삼동 165-2,053-667-2851
27290-00013,곤충,어린이공원,대구광역시 달서구 감삼동 295-8,053-667-2851
27290-00014,거인나라,어린이공원,대구광역시 달서구 죽전동 261-2,053-667-2851
27290-00015,대림,어린이공원,대구광역시 달서구 죽전동 253-1,053-667-2851
27290-00016,송현,근린공원,대구광역시 달서구 송현동 산106-21,053-667-3631
27290-00017,대남전원,어린이공원,대구광역시 달서구 송현1동 1955-1,053-667-3631
27290-00018,치영,어린이공원,"대구광역시 달서구 앞산순환로45길 18, (송현동)",053-667-3631
27290-00019,송지,어린이공원,대구광역시 달서구 송현1동 1977,053-667-3631
27290-00020,솔밭,어린이공원,대구광역시 달서구 송현1동 1982-1,053-667-3631
27290-00021,장관공원,어린이공원,대구광역시 달서구 송현1동 1993-2,053-667-3631
27290-00022,구암,어린이공원,대구광역시 달서구 월배로67안길 14,053-667-3631
27290-00023,궁전,어린이공원,대구광역시 달서구 장기동 541,053-667-2851
27290-00024,희망,어린이공원,대구광역시 달서구 두류3동 496-11,053-667-2851
27290-00025,진천,어린이공원,대구광역시 달서구 진천동 223-31,053-667-3631
27290-00026,장미,어린이공원,대구광역시 달서구 진천동 780-1,053-667-3631
27290-00027,매화,어린이공원,대구광역시 달서구 상인2동 1109-10,053-667-3631
27290-00028,봉숭아,어린이공원,대구광역시 달서구 진천로4길 14,053-667-3631
27290-00029,월성,어린이공원,대구광역시 달서구 조암로14길 3,053-667-3631
27290-00030,도원,어린이공원,대구광역시 달서구 도원동 573,053-667-3631
27290-00031,본리,어린이공원,대구광역시 달서구 본리동 88-4,053-667-2851
27290-00032,공룡,어린이공원,대구광역시 달서구 용산1동 892-2,053-667-2851
27290-00033,용산미로,어린이공원,대구광역시 달서구 용산1동873,053-667-2851
27290-00034,춘추,어린이공원,대구광역시 달서구 와룡로49길 18-17,053-667-2851
27290-00035,월배,근린공원,대구광역시 달서구 상원로 32,053-667-3631
27290-00036,무궁화,어린이공원,대구광역시 달서구 진천동 812,053-667-3631
27290-00037,진달래,어린이공원,대구광역시 달서구 진천동 832-3,053-667-3631
27290-00038,해바라기,어린이공원,대구광역시 달서구 상인2동 1442,053-667-3631
27290-00039,달배,어린이공원,대구광역시 달서구 상인2동 1404,053-667-3631
27290-00040,민들레,어린이공원,대구광역시 달서구 상인2동 1429-1,053-667-3631
27290-00041,감성테마,어린이공원,대구광역시 달서구 상인2동 1461,053-667-3631
27290-00042,갈산,근린공원,대구광역시 달서구 갈산동 산51-2,053-667-2851
27290-00043,월명,근린공원,대구광역시 달서구 월곡로 410,053-667-3631
27290-00044,송일,어린이공원,대구광역시 달서구 월성1동 500-1,053-667-3631
27290-00045,학산,어린이공원,대구광역시 달서구 월성2동 84-3,053-667-3631
27290-00046,감천리,어린이공원,대구광역시 달서구 월성2동 88,053-667-3631
27290-00047,강수골,어린이공원,대구광역시 달서구 월성1동 364-3,053-667-3631
27290-00048,옹달샘,어린이공원,대구광역시 달서구 월성2동 273-3,053-667-3631
27290-00049,효성,어린이공원,대구광역시 달서구 월성2동 273-1,053-667-3631
27290-00050,창공,어린이공원,대구광역시 달서구 월성2동 270-3,053-667-3631
27290-00051,연왕,어린이공원,대구광역시 달서구 월성2동 270-2,053-667-3631
27290-00052,미성,어린이공원,대구광역시 달서구 월성2동 270-4,053-667-3631
27290-00053,사랑,어린이공원,대구광역시 달서구 월성2동 277-2,053-667-3631
27290-00054,평화,어린이공원,대구광역시 달서구 월성2동 277-1,053-667-3631
27290-00055,애화,어린이공원,대구광역시 달서구 본동 616-3,053-667-3631
27290-00056,한마음,어린이공원,대구광역시 달서구 본동 616-5,053-667-3631
27290-00057,한마음,어린이공원,대구광역시 달서구 용산2동 419-2,053-667-2851
27290-00058,성산,어린이공원,대구광역시 달서구 용산2동 416-2,053-667-2851
27290-00059,용주,어린이공원,대구광역시 달서구 용산2동 414-3,053-667-2851
27290-00060,성지,어린이공원,대구광역시 달서구 용산동 412-2,053-667-2851
27290-00061,보람,어린이공원,대구광역시 달서구 용산2동 410-1,053-667-2851
27290-00062,병풍바위,어린이공원,대구광역시 달서구 새방로 23-16,053-667-2851
27290-00063,용산본,어린이공원,대구광역시 달서구 용산2동 564-1,053-667-2851
27290-00064,서촌,어린이공원,대구광역시 달서구 용산2동 582,053-667-2851
27290-00065,새동네,어린이공원,대구광역시 달서구 성지로16길 45,053-667-2851
27290-00066,용하,어린이공원,대구광역시 달서구 용산2동 423,053-667-2851
27290-00067,목련,어린이공원,대구광역시 달서구 이곡공원로1길 7,053-667-2851
27290-00068,용강,어린이공원,대구광역시 달서구 이곡1동 1342-1,053-667-2851
27290-00069,꿈터,어린이공원,대구광역시 달서구 이곡1동 1349-7,053-667-2851
27290-00070,미소,어린이공원,대구광역시 달서구 이곡1동 1306-3,053-667-2851
27290-00071,이곡,어린이공원,대구광역시 달서구 이곡1동 1304-2,053-667-2851
27290-00072,늘푸른,어린이공원,대구광역시 달서구 이곡2동 1314-2,053-667-2851
27290-00073,배꽃,어린이공원,대구광역시 달서구 이곡2동 1184-5,053-667-2851
27290-00074,샛별,어린이공원,대구광역시 달서구 이곡2동 1189-3,053-667-2851
27290-00075,해님,어린이공원,대구광역시 달서구 이곡2동 1192-1,053-667-2851
27290-00076,사령봉,어린이공원,대구광역시 달서구 달구벌대로245길 17-12,053-667-2851
27290-00077,계골산,어린이공원,대구광역시 달서구 신당동 1683,053-667-2851
27290-00078,돌산,어린이공원,대구광역시 달서구 서당로9길 40-28,053-667-2851
27290-00079,신당,어린이공원,대구광역시 달서구 성서서로75길 17-7,053-667-2851
27290-00080,오정,어린이공원,대구광역시 달서구 신당동 1778,053-667-2851
27290-00081,점터,어린이공원,대구광역시 달서구 신당동 1801,053-667-2851
27290-00082,갈뫼,어린이공원,대구광역시 달서구 신당동 1834-5,053-667-2851
27290-00083,청록,어린이공원,대구광역시 달서구 신당동 1846-2,053-667-2851
27290-00084,앞돌,어린이공원,대구광역시 달서구 신당동 1844-1,053-667-2851
27290-00085,와룡(위),근린공원,대구광역시 달서구 선원남로 5,053-667-2851
27290-00086,와룡(아래),근린공원,대구광역시 달서구 이곡2동 1191-2,053-667-2851
27290-00087,배실,근린공원,"대구광역시 달서구 이곡2동 1165-1, 1167",053-667-2851
27290-00088,태양,어린이공원,대구광역시 달서구 상인1동 1501-1,053-667-3631
27290-00089,영광,어린이공원,대구광역시 달서구 상인1동 1517-1,053-667-3631
27290-00090,보배,어린이공원,대구광역시 달서구 상인1동 1515-1,053-667-3631
27290-00091,새싹,어린이공원,대구광역시 달서구 상인1동 1534,053-667-3631
27290-00092,한빛,어린이공원,대구광역시 달서구 상인1동 1522-1,053-667-3631
27290-00093,동심,어린이공원,대구광역시 달서구 상인1동 1523-1,053-667-3631
27290-00094,송림,어린이공원,대구광역시 달서구 상인1동 1543,053-667-3631
27290-00095,서광,어린이공원,대구광역시 달서구 상인3동 1557-1,053-667-3631
27290-00096,당산,어린이공원,대구광역시 달서구 상인3동 1569,053-667-3631
27290-00097,채정,어린이공원,대구광역시 달서구 월곡로26안길 27,053-667-3631
27290-00098,비둘기,어린이공원,대구광역시 달서구 상인3동 1563-1,053-667-3631
27290-00099,유림,어린이공원,대구광역시 달서구 상인3동 1549,053-667-3631
27290-00100,장미,어린이공원,대구광역시 달서구 상인3동 1592-3,053-667-3631
27290-00101,은행,어린이공원,대구광역시 달서구 상인3동 1589,053-667-3631
27290-00102,월곡,근린공원,대구광역시 달서구 상인로 134-9,053-667-3631
27290-00103,월촌,근린공원,대구광역시 달서구 상인로 68-4,053-667-3631
27290-00104,월성,근린공원,대구광역시 달서구 월성2동 280-1,053-667-3631
27290-00105,도원,어린이공원,대구광역시 달서구 도원동 1451,053-667-3631
27290-00106,가람,어린이공원,대구광역시 달서구 도원동 1439-3,053-667-3631
27290-00107,미리샘,어린이공원,대구광역시 달서구 도원동 1444-3,053-667-3631
27290-00108,사계절,어린이공원,대구광역시 달서구 도원동 1438-2,053-667-3631
27290-00109,강산,어린이공원,대구광역시 달서구 도원동 1443-1,053-667-3631
27290-00110,둥지,어린이공원,대구광역시 달서구 도원동 1461,053-667-3631
27290-00111,산새,어린이공원,대구광역시 달서구 도원동 1457-1,053-667-3631
27290-00112,한실들,어린이공원,대구광역시 달서구 도원동 1429-3,053-667-3631
27290-00113,별메,어린이공원,대구광역시 달서구 도원동 1442-4,053-667-3631
27290-00114,별모람,어린이공원,대구광역시 달서구 도원동 1441-2,053-667-3631
27290-00115,동백,어린이공원,대구광역시 달서구 진천동 623-12,053-667-3631
27290-00116,나래,어린이공원,대구광역시 달서구 도원동 1428-1,053-667-3631
27290-00117,아람,어린이공원,대구광역시 달서구 도원동 1440-2,053-667-3631
27290-00118,도원,근린공원,대구광역시 달서구 미리샘길 26,053-667-3631
27290-00119,선원,근린공원,"대구광역시 달서구 용산2동 505-2, 505-3",053-667-2851
27290-00120,불미골,근린공원,대구광역시 달서구 이곡1동 1327,053-667-2851
27290-00121,이곡장미,근린공원,대구광역시 달서구 이곡1동 1306-6,053-667-2851
27290-00122,이곡정자,근린공원,대구광역시 달서구 이곡1동 1304-6,053-667-2851
27290-00123,이곡생수,근린공원,"대구광역시 달서구 이곡공원로 68, (이곡동)",053-667-2851
27290-00124,강창,근린공원,대구광역시 달서구 호산동 349,053-667-2851
27290-00125,미리내,어린이공원,대구광역시 달서구 호산동 368-1,053-667-2851
27290-00126,은하수,어린이공원,대구광역시 달서구 호산동 357,053-667-2851
27290-00127,큰못,어린이공원,대구광역시 달서구 용산1동 922-1,053-667-2851
27290-00128,용산,어린이공원,대구광역시 달서구 용산1동 911-1,053-667-2851
27290-00129,용전,어린이공원,대구광역시 달서구 용산1동 918-1,053-667-2851
27290-00130,장산,어린이공원,대구광역시 달서구 용산1동 940-7,053-667-2851
27290-00131,샘골,어린이공원,대구광역시 달서구 용산1동 952,053-667-2851
27290-00132,용산근린,근린공원,대구광역시 달서구 용산로 205,053-667-2851
27290-00133,서산,어린이공원,대구광역시 달서구 대곡동 1014,053-667-3631
27290-00134,대진,어린이공원,대구광역시 달서구 대곡동 1024,053-667-3631
27290-00135,무지개,근린공원,대구광역시 달서구 본리서4길 17,053-667-2851
27290-00136,구마,어린이공원,대구광역시 달서구 본리동 1212-1,053-667-2851
27290-00137,파랑새,어린이공원,대구광역시 달서구 장기동 814-2,053-667-2851
27290-00138,초록,어린이공원,대구광역시 달서구 장기동 813-2,053-667-2851
27290-00139,길우,어린이공원,대구광역시 달서구 장기동 825-5,053-667-2851
27290-00140,호림,근린공원,대구광역시 달서구 호산동 714,053-667-2851
27290-00141,상호림,근린공원,대구광역시 달서구 호림동 1-6,053-667-2851
27290-00142,과학단지,근린공원,대구광역시 달서구 호림동 13-11,053-667-2851
27290-00143,호림강나루,근린공원,대구광역시 달서구 대천동 900,053-667-2851
27290-00144,호림강변,근린공원,대구광역시 달서구 대천동 900-2,053-667-2851
27290-00145,장동,근린공원,대구광역시 달서구 장동 산28,053-667-2851
27290-00146,성당소,어린이공원,대구광역시 달서구 성당동599-5,053-667-2851
27290-00147,감삼소,어린이공원,대구광역시 달서구 감삼동 287-59,053-667-2851
27290-00148,원덕,어린이공원,대구광역시 달서구 도원동 670,053-667-3631
27290-00149,월천,근린공원,대구광역시 달서구 대천동 1022,053-667-3631
27290-00150,조암(상록),근린공원,대구광역시 달서구 월성동 739,053-667-3631
27290-00151,마을마당,근린공원,대구광역시 달서구 월성1동 611-2,053-667-3631
27290-00152,선돌,근린공원,대구광역시 달서구 월암동 431,053-667-3631
27290-00153,월배6,근린공원,대구광역시 달서구 유천동 22-3,053-667-3631
27290-00154,월배7,근린공원,대구광역시 달서구 유천동 80,053-667-3631
27290-00155,한샘,근린공원,대구광역시 달서구 대천동 353-5,053-667-3631
27290-00156,월배4,근린공원,대구광역시 달서구 월암로 65,053-667-3631
27290-00157,호산,근린공원,대구광역시 달서구 달서대로109길 70,053-667-2851
27290-00158,수밭,근린공원,대구광역시 달서구 도원동 872,053-667-3631
27290-00159,수밭1,어린이공원,대구광역시 달서구 월곡로 4,053-667-3631
27290-00160,아래한실1,어린이공원,대구광역시 달서구 대곡동 778,053-667-3631
27290-00161,윗한실1,어린이공원,대구광역시 달서구 대곡동 852,053-667-3631
27290-00162,소공원,소공원,대구광역시 달서구 진천동 482-57,053-667-3631
27290-00163,달서1,어린이공원,대구광역시 달서구 성당로47길 40-1,053-667-2851
27290-00164,죽전,어린이공원,대구광역시 달서구 와룡로56길 34,053-667-2851
27290-00165,월배2어린이공원,어린이공원,대구광역시 달서구 유천동 103,053-667-3631
27290-00166,월배2제2공원,소공원,대구광역시 달서구 유천동 192,053-667-3631
27290-00167,송학1,어린이공원,대구광역시 달서구 월배로97길 27-2,053-667-3631
27290-00168,배실(상),근린공원,대구광역시 달서구 이곡동 산18-3,053-667-2851
27290-00169,대곡,근린공원,대구광역시 달서구 갈밭로 91,053-667-3631
27290-00170,대곡2어린이공원1,어린이공원,대구광역시 달서구 대곡동 1095,053-667-3631
27290-00171,대곡2어린이공원2,어린이공원,대구광역시 달서구 대곡동 1119,053-667-3631
27290-00172,대곡2소공원1,소공원,대구광역시 달서구 대곡동 400,053-667-3631
27290-00173,대곡2소공원3,소공원,대구광역시 달서구 대곡동 799,053-667-3631
27290-00174,대곡2소공원4,소공원,대구광역시 달서구 상화로 308-10,053-667-3631
27290-00175,대곡2체육공원1,체육공원,대구광역시 달서구 도원동 산241-1,053-667-3631
27290-00176,출판밸리소공원,소공원,대구광역시 달서구 월성2동 58-1,053-667-3631
27290-00177,출판밸리수변공원,수변공원,"대구광역시 달서구 장기동 842, 장동 867",053-667-2851
27290-00178,도원소공원,소공원,대구광역시 달서구 도원동 1451,053-667-3631
27290-00179,대곡2근린1공원,근린공원,대구광역시 달서구 대곡동 1088,053-667-3631
27290-00180,월곡공원,소공원,대구광역시 달서구 월배로 280,053-667-3631
27290-00181,부용공원,소공원,대구광역시 달서구 와룡로15길 86,053-667-2851
27290-00182,월광1수변공원,수변공원,대구광역시 달서구 월곡로 5,053-667-3631
27290-00183,월광2수변공원,수변공원,대구광역시 달서구 도원동 산224-2,053-667-3631
27290-00184,장기지구1공원,수변공원,대구광역시 달서구 문화회관길 232,053-667-2854
27290-00185,장기지구2공원,수변공원,대구광역시 달서구 성서공단로 327,053-667-2854
11215-10701,가중나무공원,어린이공원,서울특별시 광진구 동일로28길 16 (화양동),02-450-7775
11215-10702,한아름공원,어린이공원,서울특별시 광진구 군자로3길 15 (화양동),02-450-7775
11215-10703,해님공원,어린이공원,서울특별시 광진구 아차산로25길 27 (화양동),02-450-7775
11215-10704,화양공원,어린이공원,서울특별시 광진구 아차산로31길 14 (화양동),02-450-7775
11215-10902,군자공원,어린이공원,서울특별시 광진구 동일로52길 27 (군자동),02-450-7775
11215-10101,중곡공원,어린이공원,서울특별시 광진구 긴고랑로5길 10 (중곡동),02-450-7775
11215-10102,배나무터공원,어린이공원,서울특별시 광진구 동일로76나길 20 (중곡동),02-450-7775
11215-10103,해오름공원,어린이공원,서울특별시 광진구 영화사로7길 25 (중곡동),02-450-7775
11215-10105,긴고랑공원,어린이공원,서울특별시 광진구 긴고랑로 143 (중곡동),02-450-7775
11215-10302,목련공원,어린이공원,서울특별시 광진구 아차산로59길 49 (구의동),02-450-7775
11215-10303,무궁화공원,어린이공원,서울특별시 광진구 광나루로52길 12 (구의동),02-450-7775
11215-10304,장미공원,어린이공원,서울특별시 광진구 구의강변로3길 39 (구의동),02-450-7775
11215-10305,푸른동산공원,어린이공원,서울특별시 광진구 광나루로44길 32 (구의동),02-450-7775
11215-10306,구둘공원,어린이공원,서울특별시 광진구 자양로42길 44 (구의동),02-450-7775
11215-10308,구의공원,어린이공원,서울특별시 광진구 광나루로56길 86 (구의동),02-450-7775
11215-10401,온달공원,어린이공원,서울특별시 광진구 아차산로73길 15 (광장동),02-450-7775
11215-10503,정말공원,어린이공원,서울특별시 광진구 자양로13다길 34 (자양동),02-450-7775
11215-10504,자마장공원,어린이공원,서울특별시 광진구 자양로13길 41 (자양동),02-450-7775
11215-10505,장독골공원,어린이공원,서울특별시 광진구 아차산로40길 46 (자양동),02-450-7775
11215-10506,언덕배기공원,어린이공원,서울특별시 광진구 뚝섬로62길 24 (자양동),02-450-7775
11215-10507,금모래공원,어린이공원,서울특별시 광진구 뚝섬로56길 28 (자양동),02-450-7775
11215-10508,동자공원,어린이공원,서울특별시 광진구 자양번영로3길 16 (자양동),02-450-7775
11215-10509,노유산공원,어린이공원,서울특별시 광진구 아차산로32길 17 (자양동),02-450-7775
43730-00002,향수공원,근린공원,충청북도 옥천군 옥천읍 중앙로 119,043-730-3482
11140-00001,정동공원,근린공원,서울특별시 중구 정동길 21-18,02-3396-5852
11140-00002,훈련원공원,근린공원,서울특별시 중구 을지로 227,02-3396-5852
11140-00003,응봉공원,근린공원,서울특별시 중구 신당동 산36,02-3396-5863
11140-00004,무학봉공원,근린공원,서울특별시 중구 난계로6길 8,02-3396-5852
11140-00005,묵정공원,어린이공원,서울특별시 중구 마른내로12길 19,02-3396-5855
11140-00006,쌍림공원,어린이공원,서울특별시 중구 퇴계로 303-9,02-3396-5855
11140-00007,황학공원,어린이공원,서울특별시 중구 다산로48길 33,02-3396-5855
11140-00008,배재공원,어린이공원,서울특별시 중구 정동 34-31,02-3396-5855
11140-00009,청구공원,어린이공원,서울특별시 중구 청구동 842-1,02-3396-5855
11140-00010,충현공원,어린이공원,서울특별시 중구 다산동 432-540,02-3396-5855
11140-00011,다산공원,어린이공원,서울특별시 중구 신당5동 123-1,02-3396-5855
11140-00012,늘푸른공원,어린이공원,서울특별시 중구 다산동 432-917,02-3396-5855
11140-00013,저동공원,어린이공원,서울특별시 중구 저동1가 1-14,02-3396-5855
11140-00014,꿈누리공원,어린이공원,서울특별시 중구 신당동 851-9,02-3396-5855
11140-00015,동화공원,어린이공원,서울특별시 중구 신당동 852-4,02-3396-5855
11140-00016,순화어린이공원,어린이공원,서울특별시 중구 순화동 3-12,02-3396-5855
11140-00017,저동1공원,소공원,서울특별시 중구 을지로2가 203-1,02-3396-5855
11140-00018,저동2공원,소공원,서울특별시 중구 을지로2가 203-4,02-3396-5855
11140-00019,쌍림동공원,소공원,서울특별시 중구 쌍림동 292-2,02-3396-5855
11140-00020,무교1공원,소공원,서울특별시 중구 무교동 97-2,02-3396-5855
11140-00021,무교2공원,소공원,서울특별시 중구 태평로1가 2-2,02-3396-5855
11140-00022,의주로공원,소공원,서울특별시 중구 의주로1가 44-2,02-3396-5855
